CIF,Núm. inscripció,Nom societat,Data constitució,CCAE,Descripció CCAE,Sector,Adreça,CP,Municipi,Comarca,Província,Capital social inicial,Valor nom. Acc. Part.,Núm. total acc/part,Socis,Sòcies (dones),Socis no treballadors,Sòcies no treballadores (dones),Persones jurídiques privades,Persones jurídiques públiques
B65234809,7084,"MORA & ROIG ASOCIADOS, SLL",13/01/2010,[ 6920 ],"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",SERVEIS,C. DIPUTACIÓ núm. 188-196 Pis 4T Porta DESPATX 45,[ 08011 ],Barcelona,Barcelonès,BARCELONA,36000,1,36000,2,0,0,2,0,0
B65211666,7085,"TOBACCOS TUBES CIGARETTES & ACCESSORIES, SLL",13/01/2010,[ 4635 ],Comerç a l'engròs de productes del tabac,SERVEIS,C. ALFONSO X EL SAVI núm. 135-137,[ 08304 ],Mataró,Maresme,BARCELONA,60000,1,60000,2,0,1,0,0,0
B65201576,7087,"LEVELDOC INFORMATION TECHNOLOGIES, SLL",18/01/2010,[ 6201 ],Activitats de programació informàtica,SERVEIS,C. MARGARIDA XIRGU núm. 1,[ 08228 ],Terrassa,Vallès Occidental,BARCELONA,36000,10,36000,2,0,0,2,0,0
B65226912,7089,"ANTICIPA EL FUTURO, IN&NOVA, SLL",26/01/2010,[ 7022 ],Altres activitats de consultoria de gestió empresarial,SERVEIS,CTRA. DE VIC núm. 95 Pis BXS.,[ 08240 ],Sant Fruitós De Bages,Bages,BARCELONA,75000,1,75000,1,1,1,0,0,0
B65223448,7090,"LINEA FINA DESIGN INNOVATION, SLL",26/01/2010,[ 4520 ],Manteniment i reparació de vehicles de motor,SERVEIS,C. PROGRÉS núm. 5,[ 08191 ],Rubí,Vallès Occidental,BARCELONA,12000,1,12000,1,1,0,1,0,0
B65219651,7093,"CUBO GRES, SLL",29/01/2010,[ 4642 ],Comerç a l'engròs de peces de vestir i calçat,SERVEIS,C. BRUTAU núm. 55,[ 08203 ],Sabadell,Vallès Occidental,BARCELONA,3006,1,3006,1,1,1,0,0,0
B65248338,7094,"MC VIATGES TRAVEL MON, SLL",03/02/2010,[ 7911 ],Activitats de les agències de viatges,SERVEIS,C. PILAR núm. 6,[ 08786 ],Capellades,Anoia,BARCELONA,27000,1,27000,1,1,0,1,0,0
B55060198,7096,"THE A CONSULTING GROUP, SLL",08/02/2010,[ 7022 ],Altres activitats de consultoria de gestió empresarial,SERVEIS,C. CASTELLÓ núm. 60,[ 17485 ],Vila-Sacra,Alt Empordà,GIRONA,60000,10,6000,1,1,1,0,0,0
B65225203,7101,"LOS ANDES 2009, SLL",24/02/2010,[ 4724 ],"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats",SERVEIS,C. PASSEIG ZONA FRANCA núm. 241-243 Esc. 2 Pis 4 Porta 3,[ 08038 ],Barcelona,Barcelonès,BARCELONA,36000,1,36000,1,1,0,1,0,0
B65252702,7105,"CONTABOOKS, SLL",05/03/2010,[ 1814 ],Enquadernació i activitats dels serveis que s'hi relacionen,INDÚSTRIA,acc. CARRER SECGRE núm. 105-123 Pis BXOS.,[ 08030 ],Barcelona,Barcelonès,BARCELONA,60000,100,600,1,1,0,1,0,0
B65259061,7106,"ALVATO BUSINESS & SERVICES, SLL",05/03/2010,[ 8122 ],Altres activitats de neteja industrial i d'edificis,SERVEIS,C. VALÈNCIA núm. 48 Pis AT Porta 1,[ 08015 ],Barcelona,Barcelonès,BARCELONA,63900,1,63900,1,1,1,0,0,0
B65254179,7107,"GRUP GT ESPANYA I ASSOCIATS MULTISERVEIS, SLL",08/03/2010,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. MIGUEL DE CERVANTES núm. 27 Esc. K Pis 1,[ 08100 ],Mollet Del Vallès,Vallès Oriental,BARCELONA,3006,1,3006,1,1,1,0,0,0
B65175325,7108,"JS&B MINERGEMS GROUP BRASIL, SLL",08/03/2010,[ 4690 ],Comerç a l'engròs no especialitzat,SERVEIS,C. COMTE DE SANTA CLARA núm. 1 Pis 3 Porta 1,[ 08003 ],Barcelona,Barcelonès,BARCELONA,20400,1,20400,1,1,0,1,0,0
B65228710,7109,"FRANKFURT UNIC, SLL",08/03/2010,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,RBLA. SANT JORDI núm. 84,[ 08291 ],Ripollet,Vallès Occidental,BARCELONA,120000,1,120000,1,1,1,0,0,0
B65262867,7111,"MOTELCA ACCIONAMIENTOS ELECTROMECÁNICOS, SLL",17/03/2010,[ 4669 ],Comerç a l'engròs d'altres tipus de maquinària i equips,SERVEIS,C. COTO núm. S/NÚM.  Polígon CAN SEDO,[ 08292 ],Esparreguera,Baix Llobregat,BARCELONA,120000,1,120000,2,1,1,0,0,0
B65266934,7112,"ART PIADINA, SLL",18/03/2010,[ 5629 ],Altres serveis de menjars,SERVEIS,C. TRAVESSERA DE GRÀCIA núm. 156 Pis 3,[ 08012 ],Barcelona,Barcelonès,BARCELONA,3009,1,3009,2,0,0,1,0,0
B65238479,7113,"SISTRELLS INVESTMENT, SLL",18/03/2010,[ 4773 ],Comerç al detall de productes farmacèutics en establiments especialitzats,SERVEIS,C. MARINA núm. 48 Pis ATIC Porta 1a,[ 08912 ],Badalona,Barcelonès,BARCELONA,3009,1,3009,2,0,0,0,0,1
B65276842,7114,"REFORMAS Y REHABILITACIONES SANT BOI, SLL",24/03/2010,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. SAN JUAN BOSCO núm. 4 Pis BJ,[ 08830 ],Sant Boi De Llobregat,Baix Llobregat,BARCELONA,3012,1,3012,3,0,0,0,0,0
B65272114,7118,"TINTS PARC VALLES, SLL",01/04/2010,[ 1330 ],Acabament de tèxtils,INDÚSTRIA,C. PISUERGA núm. 55,[ 08223 ],Terrassa,Vallès Occidental,BARCELONA,3600,1,3600,5,1,0,0,0,0
B65275299,7121,"HU & XCARET, SERVEIS D'IMPORTACIO, SLL",06/04/2010,[ 4616 ],"Intermediaris del comerç de tèxtils, peces de vestir, calçat i articles de cuir",SERVEIS,C. MASCARÓ núm. 1 Pis PRINCIPAL Porta 4A,[ 08032 ],Barcelona,Barcelonès,BARCELONA,54000,1,54300,0,2,1,0,0,0
B65275406,7122,"COGAR CONSTRUCCIONES Y LIMPIEZAS DE EDIFICIOS, SLL",06/04/2010,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. ENRIQUE GRANADOS núm. 5 Porta CAS,[ 08780 ],Pallejà,Baix Llobregat,BARCELONA,33300,1,33300,1,1,0,1,0,0
B65257016,7125,"SERVICIO AVANZADO DE MEDICIÓN DITECBA, SLL",09/04/2010,[ 7120 ],Anàlisis i assajos tècnics,SERVEIS,C. SABATERS (P.TECNOLÒGIC VALLES) núm. 5,[ 08290 ],Cerdanyola Del Vallès,Vallès Occidental,BARCELONA,60000,1000,60,1,1,0,1,0,0
B65180127,7127,"BUFETE LAYRET & PASCUAL ASOCIADOS, SLL",15/04/2010,[ 6910 ],Activitats jurídiques,SERVEIS,C. NARCIS GIRALT núm. 67 Pis 1 Porta 1,[ 08202 ],Sabadell,Vallès Occidental,BARCELONA,9000,10,900,1,2,0,0,0,0
B25701350,7128,"COQUETRIA, SLL",16/04/2010,[ 1419 ],Confecció d'altres tipus de peces de vestir i accessoris,INDÚSTRIA,PL. MANUEL BERTRAN núm. 6 Pis BAIXOS,[ 25230 ],Mollerussa,Pla d'Urgell,LLEIDA,3999,1,3999,0,2,1,0,0,0
B65279622,7130,"DISFAUT INGENIERIA, SLL",29/04/2010,[ 2829 ],Fabricació d'altre tipus de maquinària d'ús general ncaa,INDÚSTRIA,AV. DEL VALLES núm. 724 Porta D,[ 08227 ],Terrassa,Vallès Occidental,BARCELONA,80000,1,80000,2,1,0,0,1,0
B63674535,7132,"ESTUDIO FACTORÍA CREATIVA, SLL",29/04/2010,[ 7311 ],Agències de publicitat,SERVEIS,C. CASPE núm. 90 Pis 3º Porta 1ª,[ 08010 ],Barcelona,Barcelonès,BARCELONA,3010,1,103010,1,1,1,1,0,0
B65288516,7133,"VISTAMECANICA, SLL",03/05/2010,[ 2573 ],Fabricació d'eines,INDÚSTRIA,C. MAGALLANES núm. 2 Pis 1 Porta 3,[ 08191 ],Rubí,Vallès Occidental,BARCELONA,57000,10,5700,2,0,0,2,0,0
B65306748,7134,"INFOSAT SOLUCIONS, SLL",06/05/2010,[ 3319 ],Reparació d'altres equips,INDÚSTRIA,C. MATARÓ núm. 35,[ 08620 ],Sant Vicenç Dels Horts,Baix Llobregat,BARCELONA,24000,1,24000,2,0,0,2,0,0
B65240293,7136,"PAE ASESORES, GRUPO PROFESIONAL, SLL",10/05/2010,[ 6920 ],"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",SERVEIS,C. MUNTANER núm. 267 Pis 1R Porta 1A,[ 08021 ],Barcelona,Barcelonès,BARCELONA,36000,20,1800,2,1,1,1,0,0
B17381930,7137,"ERICSA INSTAL·LADORA, SLL",11/05/2010,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. Guell núm. 58 Bloc edifici 5,[ 17005 ],Girona,Gironès,GIRONA,57015,1,57015,2,0,0,1,0,0
B55508709,7138,"EPC RENOVABLES CONSULTORS, SLL",18/05/2010,[ 7112 ],Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic,SERVEIS,C. VICTOR CATALÀ núm. 44,[ 43206 ],Reus,Baix Camp,TARRAGONA,24000,10,2400,2,0,2,0,0,0
B65310187,7139,"CATALANA INSTAL·LACIONS I MUNTATGES DEL VALLES, SLL",19/05/2010,[ 4329 ],Altres activitats d'instal·lació en edificis i obres,CONSTRUCCIÓ,C. Montserrat Roig núm. 8,[ 08184 ],Palau-Solità I Plegamans,Vallès Occidental,BARCELONA,81600,1,81600,1,1,1,0,0,0
B65321929,7143,"BAR & BARRI ASSOCIATS, NEGOCIS D'ENTRETENIMENTS, SLL",04/06/2010,[ 8121 ],Neteja general d'edificis,SERVEIS,AV. G. VIA DE LES CORTS CATALANES núm. 806 Pis 4 Porta A,[ 08013 ],Barcelona,Barcelonès,BARCELONA,29700,1,28700,1,1,0,1,0,0
B65284481,7144,"A PASSAR-S'HO BE, SLL",07/06/2010,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. JOSEP CUATRECASAS I ARUMI núm. 6,[ 08192 ],Sant Quirze Del Vallès,Vallès Occidental,BARCELONA,81000,1,81000,2,2,1,0,0,0
B65314353,7145,"COMPUTER FORENSICS LABORATORIES, SLL",07/06/2010,[ 9609 ],Altres activitats de serveis personals ncaa,SERVEIS,C. CAPITAN ARENAS núm. 3 Esc. B Pis LOCAL 3,[ 08034 ],Barcelona,Barcelonès,BARCELONA,90000,1,90000,2,1,0,0,0,0
B65317190,7146,"FRUITES DE CASTELLBISBAL, SLL",08/06/2010,[ 4721 ],Comerç al detall de fruites i hortalisses en establiments especialitzats,SERVEIS,C. PI I MARAGALL núm. 6,[ 08755 ],Castellbisbal,Vallès Occidental,BARCELONA,3006,1,3006,0,2,1,1,0,0
B25705856,7147,"F&M MOBLES I ARMARIS, SLL",10/06/2010,[ 4690 ],Comerç a l'engròs no especialitzat,SERVEIS,AV. BARO DE MAIALS núm. 95,[ 25005 ],Lleida,Segrià,LLEIDA,63000,100,630,1,1,0,0,1,0
B65329153,7149,"ANVIGAR ASSOCIATS, SLL",15/06/2010,[ 6920 ],"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",SERVEIS,AV. MATADEPERA núm. 57 Pis 1 Porta 1,[ 08207 ],Sabadell,Vallès Occidental,BARCELONA,70000,100,700,1,1,1,1,0,0
B65331928,7150,"MAQUETISTES ASSOCIATS, SLL",15/06/2010,[ 4399 ],Altres activitats especialitzades de la construcció ncaa,CONSTRUCCIÓ,C. SETANTÍ núm. 5-7 Pis BAIXOS,[ 08034 ],Barcelona,Barcelonès,BARCELONA,3010,10,301,5,2,0,0,0,0
B65339434,7152,"NUEVO PRINCIPIO ARTESO, SLL",15/06/2010,[ 8122 ],Altres activitats de neteja industrial i d'edificis,SERVEIS,C. FERROCARRILS CATALANS núm. 91 Pis BAJOS Porta 2,[ 08038 ],Barcelona,Barcelonès,BARCELONA,30822,1,30822,2,1,0,0,0,0
B65339467,7154,"ENVIOS RAPIDOS Y SEGUROS PARA TI, SLL",17/06/2010,[ 7733 ],"Lloguer de maquinària i equips d'oficina, inclosos els ordinadors",SERVEIS,C. GONGORA núm. 93 Pis 3 Porta 1,[ 08007 ],Barcelona,Barcelonès,BARCELONA,30834,1,30834,2,1,0,0,0,0
B65281867,7155,"3 D 3 EXPOSITORS METAL·LICS, SLL",17/06/2010,[ 2599 ],Fabricació d'altres productes metàl·lics ncaa,INDÚSTRIA,PTGE. LA COMA núm. 3 Polígon IND. EL PLA DE LA BRUGUERA,[ 08211 ],Castellar Del Vallès,Vallès Occidental,BARCELONA,3300,100,33,3,0,0,0,0,0
B65339897,7159,"BENKTIB & LORENTE, SLL",22/06/2010,[ 5630 ],Establiments de begudes,SERVEIS,C. HORTES núm. 5 Pis BAIXOS Porta ESQ,[ 08004 ],Barcelona,Barcelonès,BARCELONA,15000,1,15000,1,1,0,1,0,0
B65347916,7160,"ACABADOS TELAPINTO, SLL",22/06/2010,[ 4332 ],Instal·lacions de fusteria,CONSTRUCCIÓ,C. MARINEL.LO BOSCH  núm. 3,[ 08222 ],Terrassa,Vallès Occidental,BARCELONA,33000,1,33000,3,0,0,0,0,0
B65308371,7161,"GALILEO SOLAR INVESTMENTS, SLL",22/06/2010,[ 7112 ],Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic,SERVEIS,C. BALMES núm. 28 Porta 2,[ 08007 ],Barcelona,Barcelonès,BARCELONA,24000,10,2400,2,0,2,0,0,0
B65347148,7162,"COTA 100 TOPOGRAFS, SLL",22/06/2010,[ 7112 ],Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic,SERVEIS,"CTRA. DE LA ROCA Km. 5,5",[ 08924 ],Santa Coloma De Gramenet,Barcelonès,BARCELONA,57000,1,76000,4,0,0,0,0,0
B55506380,7163,"REMOTEC ELECTRICA, SLL",25/06/2010,[ 4321 ],Instal·lacions elèctriques,CONSTRUCCIÓ,"ANTONIO RUBIO I LLUCH, 5 Polígon INDUSTRIAL AGRO REUS",[ 43206 ],Reus,Baix Camp,TARRAGONA,36000,100,660,2,0,0,1,0,0
B65337800,7164,"SUMINISTROS ELECTRICOS ALVAREZ CARNERO, SLL",25/06/2010,[ 4615 ],"Intermediaris del comerç de mobles, articles per a la llar i ferreteria",SERVEIS,C. MOIANÈS núm. 21,[ 08014 ],Barcelona,Barcelonès,BARCELONA,75000,1,75000,2,0,1,1,0,0
B65028284,7165,"TARAPACA AMAZONAS, SLL",01/07/2010,[ 4721 ],Comerç al detall de fruites i hortalisses en establiments especialitzats,SERVEIS,C. TORRENT DE L'OLLA núm. 126 Pis BX,[ 08012 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,2,1,0,0,0,0
B65339475,7166,"AKHLEXPRESS Y RAPIDEZ, SLL",01/07/2010,[ 4711 ],"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats",SERVEIS,C. SANTA MADRONA  núm. 24 Pis 3 Porta 1,[ 08001 ],Barcelona,Barcelonès,BARCELONA,34530,1,34530,1,1,1,0,0,0
B65318545,7168,"SNELLITA, SLL",12/07/2010,[ 4775 ],Comerç al detall de productes cosmètics i higiènics en establiments especialitzats,SERVEIS,trav. DE GRÀCIA núm. 43 Pis ENTL. Porta 1,[ 08021 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,1,1,0,0,1,0
B65359218,7169,"FAR CONSULTORS, SLL",21/07/2010,[ 7112 ],Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic,SERVEIS,C. ARQUEBISBE ALEMANY núm. 38 Porta 1,[ 08500 ],Vic,Osona,BARCELONA,3000,1,4000,2,0,0,0,0,0
A65357105,7170,"EUROSERVICES OFICINA, SAL",21/07/2010,[ 4690 ],Comerç a l'engròs no especialitzat,SERVEIS,C. SANTANDER  núm. 49 Bloc NAVE 23,[ 08020 ],Barcelona,Barcelonès,BARCELONA,66000,1,66000,2,0,2,0,0,0
B65350597,7171,"HAIRCONCEPT PROFESIONAL, SLL",21/07/2010,[ 4645 ],Comerç a l'engròs de perfumeria i cosmètica,SERVEIS,pge. Marimon núm. 11 - 12 Porta baixos,[ 08021 ],Barcelona,Barcelonès,BARCELONA,765730,10,76573,21,5,0,0,0,0
B55074280,7175,"TALLER MECÁNICO AT-10, SLL",05/08/2010,[ 2894 ],"Fabricació de maquinària per a les indústries tèxtils, de la confecció i del cuir",INDÚSTRIA,POLÍGON INDUSTRIAL PONT XEMMAR núm. S/N,[ 17844 ],Cornellà Del Terri,Pla de l'Estany,GIRONA,40000,5000,8,6,0,0,0,0,0
B65386989,7179,"VIATGES SENTMENAT, SLL",08/09/2010,[ 7911 ],Activitats de les agències de viatges,SERVEIS,PG. ANSELM CLAVÉ núm. 85 LOCAL,[ 08181 ],Sentmenat,Vallès Occidental,BARCELONA,15000,1,15000,0,3,0,0,0,0
B43657345,7180,"AGENCIA DE CREACIÓN DE EMPRESAS INEO, SLL",09/09/2010,[ 9609 ],Altres activitats de serveis personals ncaa,SERVEIS,C. AUGUST núm. 26 Pis 2 Porta 2,[ 43003 ],Tarragona,Tarragonès,TARRAGONA,3600,1,3600,1,2,0,0,0,0
B55516322,7182,"CARPA ARENAL GRUP, SLL",13/09/2010,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,PG. DE L'ARENAL núm. S/N,[ 43895 ],"Ampolla, L'",Baix Ebre,TARRAGONA,15000,1,15000,3,0,0,0,0,0
B65342818,7183,"SERVIS TIK TOK, SLL",14/09/2010,[ 4719 ],Altres tipus de comerç al detall en establiments no especialitzats,SERVEIS,C. AVELLANEDA núm. 8-10 Pis 3 Porta 2,[ 08201 ],Sabadell,Vallès Occidental,BARCELONA,39930,1,39930,1,1,1,0,0,0
B65335440,7184,"CENTRO TECNICO AMIANTO, SLL",16/09/2010,[ 4619 ],Intermediaris del comerç de productes diversos,SERVEIS,C. PEREDA núm. 5,[ 08204 ],Sabadell,Vallès Occidental,BARCELONA,30000,100,300,2,0,2,0,0,0
B25712894,7187,"PELFORT ELECTRODOMESTICS, SLL",27/09/2010,[ 4754 ],Comerç al detall d'electrodomèstics en establiments especialitzats,SERVEIS,AV. CARDENAL TARANCON núm. 39-41,[ 25280 ],Solsona,Solsonès,LLEIDA,15000,1,15000,1,1,1,0,0,0
B55078117,7189,"GAUDEA GOURMAND, SLL",13/10/2010,[ 1089 ],Elaboració d'altres productes alimentaris ncaa,INDÚSTRIA,AV. DELS SEGADORS núm. 8 Nau Groga,[ 17421 ],Riudarenes,Selva,GIRONA,60000,1,60000,1,1,1,0,0,0
B65386385,7191,"AGORA INSTITUT DE FORMACIO, SLL",14/10/2010,[ 8541 ],Educació postsecundària no superior,SERVEIS,C. SANT LLORENÇ  núm. 84,[ 08202 ],Sabadell,Vallès Occidental,BARCELONA,4000,1,4000,0,3,0,1,0,0
B65385023,7194,"RESTAURANT SUMAC, SLL",18/10/2010,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. SINDICAT núm. S/N,[ 08389 ],Palafolls,Maresme,BARCELONA,3030,1,3030,2,0,0,1,0,0
B65409575,7196,"TEKNOGESTIO DEL COLOR, SLL",26/10/2010,[ 7410 ],Activitats de disseny especialitzat,SERVEIS,C. BALTASAR D'ESPANYA núm. 2 Esc. B Pis LOCAL Porta 5,[ 08970 ],Sant Joan Despí,Baix Llobregat,BARCELONA,100000,60,1000,3,1,0,0,0,0
B65424624,7197,"MIRABE VIATGES, SLL",28/10/2010,[ 7911 ],Activitats de les agències de viatges,SERVEIS,C. NAPOLS núm. 4,[ 08914 ],Badalona,Barcelonès,BARCELONA,42000,1,42000,0,2,2,0,0,0
B43799972,7201,"LABORATORI DENTAL CAYUELA I RIOS, SLL",09/11/2010,[ 3250 ],Fabricació d'instruments i subministraments mèdics i odontològics,INDÚSTRIA,C. MENDEZ NUÑEZ núm. 19 Pis 3R Porta 1A,[ 43001 ],Tarragona,Tarragonès,TARRAGONA,3100,1,3100,2,0,1,1,0,0
A65403826,7202,"AREA COLISEUM, SAL",09/11/2010,[ 4122 ],Construcció d'edificis no residencials,CONSTRUCCIÓ,PG. DE LA VALL D'HEBRON núm. 288 Pis INT,[ 08031 ],Barcelona,Barcelonès,BARCELONA,60000,1,60000,1,1,1,0,0,0
B55523831,7208,"SALROIFER RESTAURACIO, SLL",30/11/2010,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. RIEROL DE CAPUTXINS  núm. 9 Pis 4 Porta 4,[ 43500 ],Tortosa,Baix Ebre,TARRAGONA,24000,1,24000,1,1,1,0,0,0
B55526115,7209,"INFORALFACS, SLL",02/12/2010,[ 4741 ],"Comerç al detall d'ordinadors, equips perifèrics i programes informàtics en establiments especialitzats",SERVEIS,C. MONTSIA núm. 39,[ 43540 ],Sant Carles De La Ràpita,Montsià,TARRAGONA,30000,1,30000,2,0,0,1,0,0
B65134363,7210,"ENERGY EFFICIENCY MANAGEMENT, SLL",02/12/2010,[ 7112 ],Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic,SERVEIS,C. CALABRIA núm. 193 Porta 4,[ 08029 ],Barcelona,Barcelonès,BARCELONA,24000,10,2400,3,0,0,0,1,0
B65446445,7215,"ROCKANROLA SOCIOS Y TRABAJADORES, SLL",13/12/2010,[ 4771 ],Comerç al detall de peces de vestir en establiments especialitzats,SERVEIS,C. FRANCESC MACIÀ núm. 6 Pis BAIXOS,[ 08830 ],Sant Boi De Llobregat,Baix Llobregat,BARCELONA,69000,100,690,0,2,1,0,0,0
B65446122,7218,"GINOLEJAI CATALUÑA TEAM, SLL",27/12/2010,[ 8122 ],Altres activitats de neteja industrial i d'edificis,SERVEIS,AV. GAUDI núm. 10 Pis PRAL Porta 1 BIS,[ 08025 ],Barcelona,Barcelonès,BARCELONA,28200,1,28200,3,0,0,0,0,0
B65446106,7219,"CONSTRULLUR I REFORMES, SLL",27/12/2010,[ 4329 ],Altres activitats d'instal·lació en edificis i obres,CONSTRUCCIÓ,C. L'EMPORDA núm. 4 Pis 4 Porta 1,[ 08020 ],Barcelona,Barcelonès,BARCELONA,51900,1,51900,2,0,0,1,0,0
B65448052,7220,"LIMA NET & ASSOCIATED SERVICES, SLL",10/01/2011,[ 8122 ],Altres activitats de neteja industrial i d'edificis,SERVEIS,C. SANT CLIMENT núm. 17 Pis BAIXOS,[ 08001 ],Barcelona,Barcelonès,BARCELONA,5850300,100,58503,2,0,0,1,0,0
B65400897,7224,"EUROPA CONEXION SOLAR, SLL",24/01/2011,[ 3519 ],Producció d'energia elèctrica d'altres tipus,INDÚSTRIA,C. ARITJOLS núm. 105,[ 08016 ],Barcelona,Barcelonès,BARCELONA,36240,80,453,3,0,0,0,0,0
B55529697,7225,"GRUP MANITEG LA SELVA, SLL",25/01/2011,[ 3311 ],Reparació de productes metàl·lics,INDÚSTRIA,CARRER HIDRAULICA Polígon LA DRECERA Nau 6,[ 43470 ],"Selva Del Camp, La",Baix Camp,TARRAGONA,96000,100,960,3,0,0,0,0,0
B65463614,7226,"SERCONINFO CONSULTORIA, SLL",25/01/2011,[ 6920 ],"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",SERVEIS,C. PAU CLARIS núm. 149 Pis 3 Porta 1,[ 08009 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,0,3,0,1,0,0
B65464604,7228,"PESCADOS GONGORA, SLL",26/01/2011,[ 4723 ],Comerç al detall de peix i marisc en establiments especialitzats,SERVEIS,C. AMPLE núm. 64,[ 08226 ],Terrassa,Vallès Occidental,BARCELONA,3009,1,3009,1,1,1,0,0,0
B65472805,7229,"PHOENIX SCAFFOLDING TRB, SLL",26/01/2011,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. LLEFIA núm. 26,[ 08912 ],Badalona,Barcelonès,BARCELONA,21450,10,2145,2,0,1,0,0,0
B65464000,7230,"9TERMIC RENOVABLES, SLL",26/01/2011,[ 4674 ],"Comerç a l'engròs de ferreteria, lampisteria i calefacció",SERVEIS,C. CAMAMILLA núm. 21,[ 08460 ],Santa Maria De Palautordera (Pla Del Temple),Vallès Oriental,BARCELONA,81600,100,816,3,0,0,0,0,0
B65482382,7231,"VILOP ASSESORS D'IMATGE, SLL",31/01/2011,[ 9602 ],Perruqueria i altres tractaments de bellesa,SERVEIS,C. FRANCESC LAYRET I FOIX núm. 8 Pis 4 Porta 2,[ 08130 ],Santa Perpètua De Mogoda,Vallès Occidental,BARCELONA,3006,1,3006,1,1,0,1,0,0
A65490302,7237,"TWICE EDITORA, SAL",10/02/2011,[ 5814 ],Edició de revistes,SERVEIS,pge. MARIMON núm. 17 Pis BAIXOS 2A,[ 08021 ],Barcelona,Barcelonès,BARCELONA,91020,10,9102,0,2,2,0,0,0
A55530307,7241,"INTEGRACIO DISCAPACITATS SALOU, SAL",21/02/2011,[ 8812 ],Activitats de serveis socials sense allotjament a persones amb discapacitat,SERVEIS,PL. VENUS núm. 2 Bloc ED. VENUS Porta 11,[ 43840 ],Salou,Tarragonès,TARRAGONA,60000,5,12000,3,0,0,0,0,0
B65509515,7245,"VICSANCARVE Y ESTRUCTURAS, SLL",28/02/2011,[ 4339 ],Altres treballs d'acabament d'edificis,CONSTRUCCIÓ,C. DIPUTACIÓ núm. 418 Pis BXOS,[ 08013 ],Barcelona,Barcelonès,BARCELONA,44100,1,44100,3,0,0,0,0,0
B65511107,7247,"EQUS-PINEDA, SLL",08/03/2011,[ 8899 ],Altres tipus d'activitats de serveis socials sense allotjament ncaa,SERVEIS,C. TARRAGONA núm. 23,[ 08397 ],Pineda De Mar,Maresme,BARCELONA,3500,1,3500,2,1,0,1,0,0
B65506859,7249,"SANS-GRANADOS SPORT, SLL",09/03/2011,[ 4778 ],Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,SERVEIS,C. ALFONS X EL SAVI núm. 27 Pis BJ,[ 08301 ],Mataró,Maresme,BARCELONA,48000,1,48000,2,0,0,1,0,0
B65500910,7251,"AUSTRAL NATURA, SLL",18/03/2011,[ 7911 ],Activitats de les agències de viatges,SERVEIS,C.   NORD núm. 106 Porta LOC,[ 08211 ],Terrassa,Vallès Occidental,BARCELONA,7500,1,7500,3,0,0,0,0,0
B65501942,7254,"OR I PLATA CERVESERS, SLL",30/03/2011,[ 1105 ],Fabricació de cervesa,INDÚSTRIA,C. DE L'ESTRELLA núm. 93,[ 08201 ],Sabadell,Vallès Occidental,BARCELONA,60000,1,60000,2,0,2,0,0,0
B65200727,7255,"BESTREU STUDIO, SLL",01/04/2011,[ 2561 ],Tractament i revestiment de metalls,INDÚSTRIA,PTGE. CASTELLVÍ DE ROSANES núm. 9,[ 08783 ],Masquefa,Anoia,BARCELONA,75000,1,75000,5,0,1,0,0,0
B65500688,7257,"YARPEN ZIGRIN, SLL",06/04/2011,[ 7022 ],Altres activitats de consultoria de gestió empresarial,SERVEIS,C. MAJOR  núm. 85 Porta B,[ 08860 ],Castelldefels,Baix Llobregat,BARCELONA,3100,1,3100,2,1,0,0,1,0
B55100390,7262,"NOU ALBERES, SLL",26/04/2011,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. ORIENT núm. 12 Pis BAIXOS,[ 17750 ],Capmany,Alt Empordà,GIRONA,3600,1,3600,3,0,0,1,0,0
